"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IT.NET.USER.ZS","Personas que usan Internet (% de la población)","Internet users are individuals who have used the Internet (from any location) in the last 3 months. The Internet can be used via a computer, mobile phone, personal digital assistant, games machine, digital TV etc.","Unión Internacional de Telecomunicaciones, Informe sobre el Desarrollo Mundial de las Telecomunicaciones/TIC y base de datos.",
