"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.POP.0014.TO.ZS","Población entre 0 y 14 años de edad (% del total)","Población entre 0 y 14 años como porcentaje de la población total. La población se basa en la definición de facto de población.","Estimaciones del personal del Banco Mundial sobre la base de la distribución por edades/sexo de las Previsiones Demográficas Mundiales de la División de Población de las Naciones Unidas.",
