Country Name,Country Code,Year,Year Code,Age dependency ratio (% of working-age population) [SP.POP.DPND],"Age dependency ratio, old [SP.POP.DPND.OL]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]","Age dependency ratio, young [SP.POP.DPND.YG]",Rural population [SP.RUR.TOTL],"Population, male (% of total population) [SP.POP.TOTL.MA.ZS]",Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Net migration [SM.POP.NETM],"Population, male [SP.POP.TOTL.MA.IN]","Population, female [SP.POP.TOTL.FE.IN]","Population, total [SP.POP.TOTL]",Rural population (% of total population) [SP.RUR.TOTL.ZS],Urban population [SP.URB.TOTL],Population growth (annual %) [SP.POP.GROW]
Brazil,BRA,2014,YR2014,43.9999550715968,11.0267140194673,50.7591873867865,32.9732410521295,29517926,49.2408131047114,1.045,85.492,24940,100185186,103274465,203459650,14.508,173941724,0.857834828724811
Brazil,BRA,2015,YR2015,43.6863997948724,11.3601979602613,50.7726625904252,32.3262018346111,29198282,49.2273369222173,1.045,85.77,4764,101008689,104179515,205188205,14.23,175989923,0.845992601345206
Brazil,BRA,2016,YR2016,43.4173920476343,11.7055135322726,50.7905841323915,31.7118785153617,28873460,49.2094158676085,1.045,86.042,82589,101794390,105065188,206859578,13.958,177986118,0.8112564782781
Brazil,BRA,2017,YR2017,43.2170324672364,12.0705148724225,50.8083587076298,31.1465175948139,28546414,49.1916408127653,1.045,86.309,56362,102567011,105937948,208504960,13.691,179958546,0.79226340042227
Brazil,BRA,2018,YR2018,43.1545346628714,12.4624531687822,50.8226083810694,30.6920814940892,28227475,49.1773920947436,1.045,86.569,67934,103354449,106812144,210166592,13.431,181939117,0.793768153848091
Brazil,BRA,2019,YR2019,43.1445286839476,12.8764358310342,50.8365364644823,30.2680928529134,27904512,49.1634635355177,1.045,86.824,69186,104119798,107663080,211782878,13.176,183878366,0.766107802084815
Brazil,BRA,2020,YR2020,43.1137792522721,13.2963510267544,50.8531400244162,29.8174282255176,27559886,49.1468595065325,1.045,87.073,56880,104779288,108417015,213196304,12.927,185636418,0.665176682246802
Brazil,BRA,2021,YR2021,43.1060097297109,13.7110799862648,50.8733506678742,29.3949297434461,27182995,49.1266493321258,1.045,87.317,20376,105291292,109034931,214326223,12.683,187143228,0.528590452919416
Canada,CAN,1972,YR1972,57.8571477289876,12.8384465441103,49.8451122414812,45.0187011848773,5338874,50.1548877585188,1.061,75.971,75864,11143645,11074818,22218463,24.029,16879589,1.16084656651465
Canada,CAN,1973,YR1973,56.1852097827412,12.8729365250653,49.8862035952402,43.3122732576759,5431539,50.1137964047598,1.06,75.851,110894,11271483,11220294,22491777,24.149,17060238,1.22261658426849
Canada,CAN,1974,YR1974,54.5395196652272,12.9017834607669,49.9213630532685,41.6377362044602,5535266,50.0786369467315,1.058,75.731,143497,11421920,11386049,22807969,24.269,17272703,1.39602166927373
Canada,CAN,1975,YR1975,53.0139954274199,12.9629472910306,49.9622021751838,40.0510481363893,5644413,50.0377978248162,1.056,75.611,130169,11580385,11562890,23143275,24.389,17498862,1.45942491323998
Canada,CAN,1976,YR1976,51.6513643043524,13.0836685211614,50.0128742655206,38.567695783191,5744499,49.9871300003063,1.056,75.503,93918,11721886,11727923,23449808,24.497,17705309,1.31580656558804
Canada,CAN,1977,YR1977,50.4242733101472,13.2440173526066,50.0685295759178,37.1802559575406,5802629,49.9314746407679,1.057,75.543,53941,11846663,11879181,23725843,24.457,17923214,1.17025687783266
Canada,CAN,1978,YR1978,49.2887150133417,13.4351359613566,50.1249066778396,35.8535790519851,5851095,49.8750933221604,1.054,75.583,38018,11951670,12011533,23963203,24.417,18112108,0.99545694441135
Canada,CAN,1979,YR1979,48.2562169450326,13.6420643421535,50.1711250993223,34.6141526028791,5899610,49.8288749006777,1.058,75.623,65954,12059357,12142187,24201544,24.377,18301934,0.989698733234704
Canada,CAN,1980,YR1980,47.411940072348,13.8469230436205,50.2053688246868,33.5650170287276,5966378,49.7946311753132,1.056,75.663,101270,12207486,12308181,24515667,24.337,18549289,1.28959497847156
Canada,CAN,1981,YR1981,46.8201468928178,14.0363439670644,50.2364623872885,32.7838029257534,6028261,49.7635416424046,1.055,75.712,89387,12351269,12468647,24819915,24.288,18791654,1.23339725480528
Canada,CAN,1982,YR1982,46.4592631863934,14.2112520415391,50.2677567149525,32.2480111448544,6059713,49.7322432850475,1.054,75.874,64523,12491219,12625723,25116942,24.126,19057229,1.18962434077573
Canada,CAN,1983,YR1983,46.2452603449127,14.397234176897,50.2997429963164,31.8480261680157,6079070,49.7002530605788,1.057,76.035,33942,12607190,12759260,25366451,23.965,19287381,0.988487567147771
Canada,CAN,1984,YR1984,46.1207133657008,14.6360701889254,50.3295611781467,31.4846431767754,6095759,49.6704427277867,1.057,76.195,24433,12719137,12887917,25607053,23.805,19511294,0.944034716041094
Canada,CAN,1985,YR1985,46.0473987861087,14.9457382829024,50.3538278748868,31.1016605032063,6110627,49.6461682557315,1.057,76.354,39796,12829620,13012495,25842116,23.646,19731489,0.91377427539001
Canada,CAN,1986,YR1986,46.0461639732907,15.2857897141174,50.3663433906272,30.7603742591733,6133043,49.6336566093728,1.052,76.502,94389,12954522,13145756,26100278,23.498,19967235,0.994040150630969
Canada,CAN,1987,YR1987,46.1986209569849,15.6277334571031,50.3731358103444,30.5708874998818,6209133,49.6268641896556,1.05,76.522,141697,13124619,13321982,26446601,23.478,20237468,1.31816778174498
Canada,CAN,1988,YR1988,46.4221039566313,15.9377855393253,50.3901277282053,30.484318417306,6284808,49.6098722717947,1.05,76.542,207777,13291351,13500396,26791747,23.458,20506939,1.29662488995999
Canada,CAN,1989,YR1989,46.641607777309,16.2101155508762,50.4147897370198,30.4314922264328,6393132,49.5852102629802,1.051,76.562,223071,13525249,13751532,27276781,23.438,20883649,1.79419351491939
Canada,CAN,1990,YR1990,46.9181900954048,16.4918939140436,50.4255166212752,30.4262961813612,6484711,49.5744833787248,1.054,76.582,145270,13727739,13963399,27691138,23.418,21206427,1.50766067284807
Canada,CAN,1991,YR1991,47.2479662916067,16.7712963976859,50.4270435488081,30.4766698939208,6555149,49.5729564511919,1.054,76.62,127381,13898978,14138442,28037420,23.38,21482271,1.24276123131684
Canada,CAN,1992,YR1992,47.5698942740283,17.0288331028686,50.4485717171316,30.5410611711597,6557450,49.551424755238,1.054,76.887,123633,14058366,14312897,28371264,23.113,21813814,1.18367554138942
Canada,CAN,1993,YR1993,47.7750413139862,17.2515347145154,50.4755553599069,30.5235065994708,6553895,49.5244481282828,1.057,77.152,129514,14205971,14478794,28684764,22.848,22130869,1.09893087887878
Canada,CAN,1994,YR1994,47.8141413206463,17.4379899448926,50.4921588965863,30.3761513757538,6550090,49.5078411034137,1.058,77.414,132870,14357602,14643061,29000663,22.586,22450573,1.09525810706129
Canada,CAN,1995,YR1995,47.7489897262044,17.613557951231,50.5072667358452,30.1354317749733,6541741,49.4927332641548,1.054,77.675,137472,14502515,14799796,29302311,22.325,22760570,1.03476948386834
Canada,CAN,1996,YR1996,47.6195513844602,17.7847788667,50.5108848801655,29.8347725177602,6528757,49.4891151198345,1.056,77.951,150516,14653835,14956383,29610218,22.049,23081461,1.04531178311831
Canada,CAN,1997,YR1997,47.4343781311248,17.9534322304543,50.5037454381712,29.4809459006705,6477628,49.4962545618288,1.054,78.34,140171,14802324,15103624,29905948,21.66,23428320,0.993788591465188
Canada,CAN,1998,YR1998,47.1728671696724,18.1034960712806,50.5038744311957,29.0693710983918,6415815,49.4961255688043,1.051,78.724,126335,14925642,15229531,30155173,21.276,23739358,0.829909353323744
Canada,CAN,1999,YR1999,46.7918477767263,18.2008590532915,50.5025003801015,28.5909887234348,6352957,49.4974963304008,1.053,79.103,143541,15047875,15353410,30401286,20.897,24048329,0.812842623716166
Canada,CAN,2000,YR2000,46.3446261705086,18.2751689480735,50.4865657759969,28.0694572224351,6297326,49.5134342240031,1.055,79.478,201617,15193559,15492171,30685730,20.522,24388404,0.931281553452429
Canada,CAN,2001,YR2001,45.896321995766,18.3508767540207,50.4654407737788,27.5454452417453,6263120,49.5345592262212,1.054,79.81,224357,15366067,15654835,31020902,20.19,24757782,1.08635096562717
Canada,CAN,2002,YR2002,45.4666024190812,18.4186364136488,50.4525898687578,27.0479660054324,6307139,49.5474069386386,1.054,79.888,206028,15538106,15821972,31360079,20.112,25052940,1.08744792718674
Canada,CAN,2003,YR2003,45.0746768992117,18.5066325622584,50.4486479050078,26.5680443369533,6339248,49.5513520949922,1.052,79.967,182430,15680044,15963984,31644028,20.033,25304780,0.901372739095955
Canada,CAN,2004,YR2004,44.6737420368794,18.613734193676,50.4447683524409,26.0600078432033,6373758,49.5552316475591,1.054,80.045,193282,15828266,16112389,31940655,19.955,25566897,0.933020777495183
Canada,CAN,2005,YR2005,44.2664088189849,18.7471034864828,50.4380412464448,25.5193053325021,6409413,49.5619556494995,1.053,80.122,204710,15980635,16263117,32243753,19.878,25834340,0.944466927450734
Canada,CAN,2006,YR2006,43.9637007087957,18.944206419091,50.4342864797769,25.0194942897046,6444858,49.5657104463141,1.055,80.213,202483,16144134,16427039,32571174,19.787,26126316,1.01033450270045
Canada,CAN,2007,YR2007,43.8361202754021,19.208241122492,50.4373364147826,24.62787915291,6447564,49.5626605422315,1.051,80.396,210817,16300676,16588348,32889025,19.604,26441461,0.971135141368055
Canada,CAN,2008,YR2008,43.8542557811059,19.5227665956434,50.4404543233852,24.3314891854625,6457255,49.5595456766148,1.052,80.578,237962,16477121,16769997,33247118,19.422,26789863,1.08290711607014
Canada,CAN,2009,YR2009,43.9493711328922,19.8686794443517,50.4407806925284,24.0806916885405,6470872,49.5592193074717,1.053,80.758,240878,16666218,16962677,33628895,19.242,27158023,1.14175809912162
Canada,CAN,2010,YR2010,44.1358717663368,20.2707838953012,50.4405711652292,23.8650878710356,6482352,49.5594288347708,1.053,80.937,227724,16852629,17152260,34004889,19.063,27522537,1.11186407517168
Canada,CAN,2011,YR2011,44.5357797874752,20.8061306256939,50.4331736731865,23.7296491617813,6491507,49.5668292402667,1.053,81.096,228828,17020916,17318413,34339328,18.904,27847821,0.978697786570341
Canada,CAN,2012,YR2012,45.1839280905433,21.4821865177046,50.414437062185,23.7017415728387,6548144,49.585562937815,1.057,81.137,245309,17213242,17500980,34714222,18.863,28166078,1.08581726304756
Canada,CAN,2013,YR2013,45.9540415776736,22.2054161779927,50.3949484382577,23.7486253996809,6603314,49.6050487097893,1.054,81.178,242475,17402916,17680037,35082954,18.822,28479640,1.05659125917789
Canada,CAN,2014,YR2014,46.7549344431305,22.9178185354048,50.3853679159504,23.8371159077257,6655859,49.6146320840496,1.051,81.218,195649,17582153,17855282,35437435,18.782,28781576,1.00533757867378
Canada,CAN,2015,YR2015,47.5916411564752,23.6280221371083,50.3838870376758,23.9636190193669,6691082,49.6161129623242,1.051,81.259,232738,17714395,17988513,35702908,18.741,29011826,0.746339477969813
Canada,CAN,2016,YR2016,48.4141043326108,24.3329716707112,50.3807270914404,24.0811326618996,6752474,49.6192729085596,1.052,81.3,320494,17917265,18192222,36109487,18.7,29357013,1.13234865466606
Canada,CAN,2017,YR2017,49.1480556230312,25.0235974418447,50.3674802242404,24.1244581811866,6815687,49.632517040107,1.055,81.35,361274,18138320,18406915,36545236,18.65,29729549,1.19952071057872
Canada,CAN,2018,YR2018,49.8016572354279,25.7031416810072,50.3426383952976,24.0985155544207,6890028,49.6573616047024,1.052,81.411,417974,18405543,18659541,37065084,18.589,30175056,1.41245586917998
Canada,CAN,2019,YR2019,50.4773899109811,26.4248261962961,50.3202098235026,24.052563714685,6962996,49.6797928415591,1.053,81.482,391914,18680213,18921018,37601230,18.518,30638234,1.43613682316886
Canada,CAN,2020,YR2020,51.2556994962982,27.253898450895,50.3109383126185,24.0018010454032,7013300,49.6890616873815,1.054,81.562,195181,18900330,19136874,38037204,18.438,31023904,1.15279707717736
Canada,CAN,2021,YR2021,52.1020152008526,28.1712450850639,50.3079542996868,23.9307701157887,7017013,49.6920457003132,1.054,81.653,195181,19005273,19240835,38246108,18.347,31229095,0.547707006298006
Chile,CHL,1972,YR1972,70.2731079039037,6.77189518746589,50.046723928654,63.5012127164378,2381414,49.9532662150168,1.044,76.528,-32609,5068141,5077623,10145765,23.472,7764351,1.60347055517802
Chile,CHL,1973,YR1973,69.2394255753785,6.84090429222587,50.0734586346977,62.3985212831527,2354414,49.9265413653023,1.045,77.159,-31895,5146349,5161493,10307842,22.841,7953428,1.5848587732904
Chile,CHL,1974,YR1974,68.1442142151737,6.9257111223392,50.0897042923712,61.2185030928345,2327253,49.9102957076288,1.044,77.778,-31225,5226977,5245766,10472743,22.222,8145490,1.58710124264184
Chile,CHL,1975,YR1975,67.0081694768129,7.02377224355699,50.1008362116714,59.9843972332559,2299628,49.8991543894181,1.044,78.386,-30556,5309036,5330494,10639531,21.614,8339903,1.58004267962206
Chile,CHL,1976,YR1976,65.8503497634858,7.11051445540184,50.1127686045985,58.739835308084,2270967,49.8872221403147,1.044,78.982,-30002,5390249,5414619,10804869,21.018,8533902,1.54204618740693
Chile,CHL,1977,YR1977,64.7010540400464,7.20134080668205,50.1248010343978,57.4997132333644,2241691,49.8751898497164,1.044,79.565,-29659,5471239,5498621,10969861,20.435,8728170,1.51547374174754
Chile,CHL,1978,YR1978,63.6081090232251,7.31910928073234,50.1393010508049,56.2889997424928,2212402,49.8607079276708,1.044,80.136,-29647,5553360,5584389,11137748,19.864,8925346,1.51884563784502
Chile,CHL,1979,YR1979,62.5121100610653,7.4179344343791,50.1531138817503,55.0941756266862,2182301,49.8468861182497,1.044,80.695,-29890,5634857,5669474,11304331,19.305,9122030,1.48458669591121
Chile,CHL,1980,YR1980,61.4272124761603,7.50317053710749,50.1653468561168,53.9240419390528,2151396,49.8346531438832,1.043,81.243,-30275,5715949,5753879,11469828,18.757,9318432,1.45340087643096
Chile,CHL,1981,YR1981,60.4372895207456,7.6073619970211,50.1766814208378,52.8299275237245,2120606,49.8233099863348,1.043,81.778,-30641,5798244,5839368,11637613,18.222,9517007,1.45224171572611
Chile,CHL,1982,YR1982,59.5285753293583,7.72387848467804,50.1890677445888,51.8046968446803,2098649,49.8109407246705,1.044,82.226,-30852,5881381,5926028,11807408,17.774,9708759,1.44847785546328
Chile,CHL,1983,YR1983,58.6619340375577,7.82884214461597,50.2068673912014,50.8330918929417,2112777,49.7931326087986,1.043,82.359,-30484,5963481,6013032,11976513,17.641,9863736,1.42203507713133
Chile,CHL,1984,YR1984,57.8840594892113,7.93696365566296,50.2289805246367,49.9470958335483,2126829,49.7710194753633,1.043,82.492,-28058,6046063,6101695,12147758,17.508,10020929,1.41971441391823
Chile,CHL,1985,YR1985,57.2379363687725,8.07528503403417,50.2463088156506,49.1626513347383,2141835,49.7536911843494,1.043,82.624,-24137,6132837,6193559,12326396,17.376,10184561,1.45983532243265
Chile,CHL,1986,YR1986,56.7167078040882,8.2428372673732,50.2545127245175,48.473870536715,2158126,49.7454872754825,1.045,82.755,-19630,6225400,6289102,12514502,17.245,10356376,1.51451526079465
Chile,CHL,1987,YR1987,56.3049006777549,8.43573918855317,50.2544682580936,47.8691614892017,2175793,49.7455317419064,1.049,82.885,-15430,6324042,6388742,12712784,17.115,10536991,1.57199694987578
Chile,CHL,1988,YR1988,56.0003313609067,8.65476287226629,50.2521947589595,47.3455684886404,2194318,49.7478052410405,1.049,83.014,-12126,6426615,6491774,12918389,16.986,10724071,1.60436988360225
Chile,CHL,1989,YR1989,55.8342006206485,8.91588769072408,50.2548287828293,46.9183129299244,2213091,49.7451712171707,1.051,83.143,-8686,6530854,6597765,13128619,16.857,10915528,1.61427036260872
Chile,CHL,1990,YR1990,55.7848860662158,9.21385122658898,50.2604387602426,46.5710348396268,2232128,49.7395612397575,1.052,83.271,-5253,6636684,6706184,13342868,16.729,11110740,1.61875060800777
Chile,CHL,1991,YR1991,55.813753899668,9.5488528995929,50.2657325332023,46.2649010000751,2251554,49.7342674667977,1.05,83.398,-2214,6744934,6817011,13561945,16.602,11310391,1.62856989207288
