Country Name,Country Code,Year,Year Code,Age dependency ratio (% of working-age population) [SP.POP.DPND],"Age dependency ratio, old [SP.POP.DPND.OL]","Population, female (% of total population) [SP.POP.TOTL.FE.ZS]","Age dependency ratio, young [SP.POP.DPND.YG]",Rural population [SP.RUR.TOTL],"Population, male (% of total population) [SP.POP.TOTL.MA.ZS]",Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Net migration [SM.POP.NETM],"Population, male [SP.POP.TOTL.MA.IN]","Population, female [SP.POP.TOTL.FE.IN]","Population, total [SP.POP.TOTL]",Rural population (% of total population) [SP.RUR.TOTL.ZS],Urban population [SP.URB.TOTL],Population growth (annual %) [SP.POP.GROW]
Argentina,ARG,2016,YR2016,55.7543621214315,17.4756701525715,50.5136009485704,38.27869196886,3649822,49.4863990514296,1.056,91.627,5215,21571303,22019065,43590368,8.373,39940546,1.05718157762752
Argentina,ARG,2017,YR2017,55.6112391046053,17.6314486904682,50.5033751741248,37.9797904141372,3634137,49.4966270957849,1.053,91.749,4926,21800696,22244116,44044811,8.251,40410674,1.03713389686514
Argentina,ARG,2018,YR2018,55.4071736223346,17.8092816371001,50.494976808453,37.5978919852346,3617403,49.505023191547,1.053,91.87,4690,22027014,22467488,44494502,8.13,40877099,1.01580834908002
Argentina,ARG,2019,YR2019,55.1353088624017,17.9966224135175,50.4903060686299,37.1386864488841,3599141,49.5096939313701,1.052,91.991,4478,22249019,22689693,44938712,8.009,41339571,0.993397493293046
Argentina,ARG,2020,YR2020,54.7600781645305,18.1494169514824,50.4907514942702,36.6106612130481,3579773,49.5092485057298,1.052,92.111,2344,22465694,22911069,45376763,7.889,41796990,0.970053991438048
Argentina,ARG,2021,YR2021,54.2701483886344,18.2376748640653,50.4937365245497,36.0324735245691,3559798,49.5062634754503,1.052,92.229,2344,22678199,23130548,45808747,7.771,42248949,0.947490959333989
Australia,AUS,1972,YR1972,58.5202054013802,13.4210084685663,49.769178277676,45.0991969328139,2066154,50.2308292409469,1.053,84.32,55760,6618916,6558085,13177000,15.68,11110846,1.83814626273502
Australia,AUS,1973,YR1973,58.0539845314999,13.5166515424675,49.787994332702,44.5373329890324,2076844,50.2120130674051,1.054,84.478,63870,6718367,6661634,13380000,15.522,11303156,1.52881691369673
Australia,AUS,1974,YR1974,57.4333962546844,13.6109849803286,49.8127742028447,43.8224112743558,2108402,50.1872185050113,1.058,84.636,62406,6887192,6835807,13723000,15.364,11614598,2.53122025874137
Australia,AUS,1975,YR1975,56.7514065935777,13.7522298966307,49.8515718534954,42.999176696947,2112847,50.1484281465046,1.058,84.792,31122,6967121,6925879,13893000,15.208,11780153,1.23118588792285
Australia,AUS,1976,YR1976,56.0144614388129,13.9387964817866,49.8991813120776,42.0756649570263,2112387,50.1008186879224,1.056,84.947,32600,7030648,7002352,14033000,15.053,11920613,1.0026582602274
Australia,AUS,1977,YR1977,55.2585576816939,14.1184531337844,49.9481483073253,41.1401045479096,2114608,50.0518516926747,1.058,85.1,45424,7103359,7088641,14192000,14.9,12077392,1.1266726798225
Australia,AUS,1978,YR1978,54.57405903398,14.3186942659251,49.9948870889522,40.255364768055,2117518,50.0051059452289,1.055,85.252,45998,7179733,7178266,14358000,14.748,12240482,1.16288525870675
Australia,AUS,1979,YR1979,53.9946075365894,14.5484575818838,50.0356564193572,39.4461499547056,2118609,49.9643435806428,1.056,85.403,51702,7251825,7262175,14514000,14.597,12395391,1.08064227016539
Australia,AUS,1980,YR1980,53.5374647298568,14.7675723691086,50.069153932574,38.7698923607483,2122700,49.9308392676293,1.057,85.552,86522,7335839,7356160,14692000,14.448,12569300,1.21894271014757
Australia,AUS,1981,YR1981,53.1390602291022,14.9406248823103,50.0849159801989,38.1984353467919,2134026,49.9150907177015,1.056,85.7,118568,7448959,7474302,14923260,14.3,12789234,1.56179416103558
Australia,AUS,1982,YR1982,52.7167120900306,15.0697784537363,50.0802752028965,37.6469336362943,2175903,49.9197247971035,1.056,85.67,107599,7579934,7604313,15184247,14.33,13008344,1.73374392907748
Australia,AUS,1983,YR1983,52.2267661293816,15.1815362001417,50.0731193163188,37.0452299292399,2210349,49.9268806836812,1.054,85.641,64184,7685480,7707992,15393472,14.359,13183123,1.36850145877848
Australia,AUS,1984,YR1984,51.681358167859,15.3161613847589,50.0720884322425,36.3651967831001,2241719,49.9279115677575,1.052,85.611,74485,7778465,7800926,15579391,14.389,13337672,1.20054276571915
Australia,AUS,1985,YR1985,51.1102960853368,15.5009607392811,50.06530601592,35.6093353460557,2276359,49.9346876492254,1.052,85.582,87895,7883844,7904467,15788312,14.418,13511953,1.33209683462492
Australia,AUS,1986,YR1986,50.5363338822555,15.7371970085481,50.0623676837411,34.7991368737074,2314331,49.9376323162589,1.054,85.552,109074,7999185,8019165,16018350,14.448,13704019,1.44650206312761
Australia,AUS,1987,YR1987,50.0390137645063,15.9678476394874,50.0782231700861,34.071166125019,2354684,49.9217706795683,1.054,85.522,131625,8119214,8144659,16263874,14.478,13909190,1.52113890433154
Australia,AUS,1988,YR1988,49.7033310019012,16.1699454618753,50.1004816499286,33.533385540026,2398321,49.8995183500714,1.053,85.493,150553,8249470,8282694,16532164,14.507,14133843,1.63614876307642
Australia,AUS,1989,YR1989,49.515580260199,16.353393303479,50.1155889517562,33.1621869567201,2444312,49.8844110482439,1.053,85.463,140156,8387772,8426644,16814416,14.537,14370104,1.69287969389346
Australia,AUS,1990,YR1990,49.4963766344829,16.5698561148684,50.1319773348233,32.9265205196145,2485877,49.8680285309664,1.057,85.433,95996,8510043,8555086,17065128,14.567,14579251,1.48004693689661
Australia,AUS,1991,YR1991,49.6460329771239,16.8535852894897,50.1578707905224,32.7924476876342,2522951,49.8421234194538,1.055,85.403,68867,8614731,8669304,17284036,14.597,14761085,1.2746217855676
Australia,AUS,1992,YR1992,49.8461513665485,17.1461732193899,50.184446629189,32.6999781471585,2571981,49.8155476442554,1.055,85.285,34149,8707078,8771556,17478635,14.715,14906654,1.11959770147047
Australia,AUS,1993,YR1993,50.0284916863658,17.4246016736335,50.2073021421703,32.6038900127324,2617535,49.7926978578297,1.055,85.157,23422,8780847,8853961,17634808,14.843,15017273,0.889539825558206
Australia,AUS,1994,YR1994,50.1467233417319,17.6627767279636,50.2265198446503,32.4839466137683,2665835,49.7734801553497,1.056,85.028,53636,8862401,8943067,17805468,14.972,15139633,0.963092494678111
Australia,AUS,1995,YR1995,50.1703804852791,17.8542034136816,50.2451230486654,32.3161770715975,2719097,49.7548769513346,1.055,84.898,79727,8958307,9046575,18004882,15.102,15285785,1.11373422085118
Australia,AUS,1996,YR1996,50.1130083295046,18.0225634473405,50.2720070371783,32.0904448821641,2776179,49.7279929628217,1.056,84.767,82770,9062811,9161956,18224767,15.233,15448588,1.21385498322201
Australia,AUS,1997,YR1997,49.9982657782023,18.1674225865373,50.3044716937576,31.8308431916651,2830515,49.6955337379992,1.054,84.636,67260,9155427,9267611,18423037,15.364,15592522,1.0820399195962
Australia,AUS,1998,YR1998,49.855351883663,18.2951720338922,50.3329513424791,31.5601798497708,2883617,49.6670486575209,1.053,84.503,72084,9241838,9365746,18607584,15.497,15723967,0.996734717801419
Australia,AUS,1999,YR1999,49.6762576305018,18.3920832777717,50.356052255393,31.2841743527301,2940357,49.643947744607,1.051,84.37,85011,9339151,9473113,18812264,15.63,15871907,1.09397580294231
Australia,AUS,2000,YR2000,49.4896723471867,18.4896978790849,50.375042795067,30.9999744681018,2999891,49.624957204933,1.053,84.235,109375,9443035,9585767,19028802,15.765,16028911,1.14447285147721
Australia,AUS,2001,YR2001,49.3085069134591,18.6171811479961,50.382543396524,30.6913257654629,3064677,49.6174514081696,1.053,84.1,113907,9563615,9711085,19274701,15.9,16210024,1.28396809127349
Australia,AUS,2002,YR2002,49.0860462317005,18.7405985799545,50.377616497647,30.3454476517461,3075954,49.622383502353,1.053,84.222,107886,9673988,9821222,19495210,15.778,16419256,1.1375387361946
Australia,AUS,2003,YR2003,48.8602688276869,18.8686785151093,50.3709198624763,29.9915903125775,3087676,49.6290801375237,1.056,84.343,103907,9787220,9933517,19720737,15.657,16633061,1.15019273319182
Australia,AUS,2004,YR2004,48.6681030235917,19.0123595462878,50.3621018681202,29.6557434773039,3096947,49.6378981318798,1.056,84.463,109226,9894184,10038538,19932722,15.537,16835775,1.06919812205752
Australia,AUS,2005,YR2005,48.4944079945762,19.159304813826,50.3494717434017,29.3351031807502,3110866,49.6505282565983,1.056,84.582,132109,10017910,10158934,20176844,15.418,17065978,1.21729073052406
Australia,AUS,2006,YR2006,48.3523152458934,19.3026624392002,50.3296472424187,29.0496528066932,3128998,49.6703576434881,1.057,84.7,192139,10158068,10292899,20450966,15.3,17321968,1.34945083098893
Australia,AUS,2007,YR2007,48.243438535794,19.4343287015552,50.29578757023,28.8091098342388,3161216,49.70421242977,1.056,84.822,251231,10352205,10475417,20827622,15.178,17666406,1.82499679529254
Australia,AUS,2008,YR2008,48.1591868438043,19.5664454537468,50.2527523578478,28.5927413900576,3199492,49.7472429357988,1.056,84.943,278516,10570891,10678307,21249199,15.057,18049707,2.00391140524272
Australia,AUS,2009,YR2009,48.1940761319279,19.7828797714993,50.2225762447825,28.4111963604286,3240082,49.7774237552175,1.056,85.063,235881,10797546,10894107,21691653,14.937,18451571,2.06083316277243
Australia,AUS,2010,YR2010,48.4176319614584,20.1346444514639,50.2193497955963,28.2829875099945,3264665,49.7806502044037,1.055,85.182,166833,10967548,11064202,22031750,14.818,18767085,1.55570626204128
Australia,AUS,2011,YR2011,48.8280040440669,20.5936099159582,50.2281698010568,28.2343941281087,3283984,49.7718301989432,1.056,85.3,197748,11119039,11220985,22340024,14.7,19056040,1.38952731561803
Australia,AUS,2012,YR2012,49.3902350871733,21.1020217244563,50.2367190075493,28.288213362717,3318631,49.7632809924507,1.057,85.402,235719,11312918,11420547,22733465,14.598,19414834,1.74582000067359
Australia,AUS,2013,YR2013,49.984637166048,21.5991134302426,50.2574357961666,28.3855237358054,3353116,49.7425598770359,1.059,85.502,214564,11504523,11623605,23128129,14.498,19775013,1.721151439989
Australia,AUS,2014,YR2014,50.5484034063537,22.0775802760236,50.2949158142121,28.4708231303301,3380029,49.7050884466228,1.055,85.602,198120,11668610,11807077,23475686,14.398,20095657,1.49156648912847
Australia,AUS,2015,YR2015,51.1154475102112,22.5537768338489,50.337364415701,28.5616706763624,3405449,49.662635584299,1.057,85.701,209466,11827651,11988344,23815995,14.299,20410546,1.43921665259925
Australia,AUS,2016,YR2016,51.6647418275737,23.0163838801032,50.3728327606627,28.6483579474705,3435109,49.6271672393373,1.058,85.8,242184,12005262,12185645,24190907,14.2,20755798,1.56194049810399
Australia,AUS,2017,YR2017,52.1351605320815,23.4569595078467,50.3920646218144,28.6782010242347,3466799,49.607931311547,1.06,85.904,244875,12200675,12393526,24594202,14.096,21127403,1.65339053503068
